Output[2033]: {0.499018,0.125652}	FIRST SYMBOL	Pass
Output[2034]: {-0.133718,-0.482808}	FIRST SYMBOL	Pass
Output[2035]: {-0.196568,0.482984}	FIRST SYMBOL	Pass
Output[2036]: {0.382751,-0.156536}	FIRST SYMBOL	Pass
Output[2037]: {-0.323754,-0.262388}	FIRST SYMBOL	Pass
Output[2038]: {0.171731,0.495786}	FIRST SYMBOL	Pass
Output[2039]: {0.273071,-0.388411}	FIRST SYMBOL	Pass
Output[2040]: {-0.543822,0.086254}	FIRST SYMBOL	Pass
Output[2041]: {0.465559,0.437861}	FIRST SYMBOL	Pass
Output[2042]: {-0.004421,-0.539267}	FIRST SYMBOL	Pass
Output[2043]: {-0.477483,0.429011}	FIRST SYMBOL	Pass
Output[2044]: {0.625376,-0.001274}	FIRST SYMBOL	Pass
Output[2045]: {-0.460365,-0.570444}	FIRST SYMBOL	Pass
Output[2046]: {-0.072265,0.672695}	FIRST SYMBOL	Pass
Output[2047]: {0.498665,-0.461427}	FIRST SYMBOL	Pass
Output[2048]: {-0.719543,-0.040986}	FIRST SYMBOL	Pass
Output[2049]: {0.423337,0.462313}	FIRST SYMBOL	Pass
Output[2050]: {0.017349,-0.651735}	FIRST SYMBOL	Pass
Output[2051]: {-0.462356,0.390604}	FIRST SYMBOL	Pass
Output[2052]: {0.646706,0.085086}	FIRST SYMBOL	Pass
Output[2053]: {-0.46833,-0.455773}	FIRST SYMBOL	Pass
Output[2054]: {-0.032358,0.642281}	FIRST SYMBOL	Pass
Output[2055]: {0.502734,-0.476711}	FIRST SYMBOL	Pass
Output[2056]: {-0.656065,-0.025833}	FIRST SYMBOL	Pass
Output[2057]: {0.454796,0.503794}	FIRST SYMBOL	Pass
Output[2058]: {0.101961,-0.684843}	FIRST SYMBOL	Pass
Output[2059]: {-0.401359,0.400536}	FIRST SYMBOL	Pass
Output[2060]: {0.554448,0.01236}	FIRST SYMBOL	Pass
Output[2061]: {-0.358557,-0.349675}	FIRST SYMBOL	Pass
Output[2062]: {-0.017242,0.479703}	FIRST SYMBOL	Pass
Output[2063]: {0.32245,-0.262449}	FIRST SYMBOL	Pass
Output[2064]: {-0.348314,-0.033108}	FIRST SYMBOL	Pass
Output[2065]: {0.209568,0.292677}	FIRST SYMBOL	Pass
Output[2066]: {0.130426,-0.294728}	FIRST SYMBOL	Pass
Output[2067]: {-0.287976,0.06664}	FIRST SYMBOL	Pass
Output[2068]: {0.219866,0.057722}	FIRST SYMBOL	Pass
Output[2069]: {-0.064666,-0.218499}	FIRST SYMBOL	Pass
Output[2070]: {-0.16821,0.106504}	FIRST SYMBOL	Pass
Output[2071]: {0.2942,0.093047}	FIRST SYMBOL	Pass
Output[2072]: {-0.011089,-0.341221}	FIRST SYMBOL	Pass
Output[2073]: {-0.163788,0.17336}	FIRST SYMBOL	Pass
Output[2074]: {0.347808,0.020189}	FIRST SYMBOL	Pass
Output[2075]: {-0.196893,-0.278388}	FIRST SYMBOL	Pass
Output[2076]: {-0.060688,0.408817}	FIRST SYMBOL	Pass
Output[2077]: {0.376121,-0.284355}	FIRST SYMBOL	Pass
Output[2078]: {-0.467922,-0.146133}	FIRST SYMBOL	Pass
Output[2079]: {0.298159,0.513105}	FIRST SYMBOL	Pass
Output[2080]: {0.219071,-0.672539}	FIRST SYMBOL	Pass
Output[2081]: {-0.706668,0.216481}	FIRST SYMBOL	Pass
Output[2082]: {0.726983,0.151438}	FIRST SYMBOL	Pass
Output[2083]: {-0.31487,-0.684177}	FIRST SYMBOL	Pass
Output[2084]: {-0.218817,0.767533}	FIRST SYMBOL	Pass
Output[2085]: {0.748658,-0.432335}	FIRST SYMBOL	Pass
Output[2086]: {-0.826183,-0.128782}	FIRST SYMBOL	Pass
Output[2087]: {0.448888,0.702364}	FIRST SYMBOL	Pass
Output[2088]: {0.126139,-0.905223}	FIRST SYMBOL	Pass
Output[2089]: {-0.734766,0.455812}	FIRST SYMBOL	Pass
Output[2090]: {0.95006,0.158502}	FIRST SYMBOL	Pass
Output[2091]: {-0.642608,-0.725925}	FIRST SYMBOL	Pass
Output[2092]: {-0.063103,0.867819}	FIRST SYMBOL	Pass
Output[2093]: {0.663762,-0.64858}	FIRST SYMBOL	Pass
Output[2094]: {-0.874687,0.028873}	FIRST SYMBOL	Pass
Output[2095]: {0.705185,0.699639}	FIRST SYMBOL	Pass
Output[2096]: {-0.086416,-0.942017}	FIRST SYMBOL	Pass
Output[2097]: {-0.539605,0.76349}	FIRST SYMBOL	Pass
Output[2098]: {0.907695,-0.11782}	FIRST SYMBOL	Pass
Output[2099]: {-0.716565,-0.516236}	FIRST SYMBOL	Pass
Output[2100]: {0.228604,0.736753}	FIRST SYMBOL	Pass
Output[2101]: {0.352318,-0.69055}	FIRST SYMBOL	Pass
Output[2102]: {-0.642476,0.212298}	FIRST SYMBOL	Pass
Output[2103]: {0.648099,0.278811}	FIRST SYMBOL	Pass
Output[2104]: {-0.276607,-0.456904}	FIRST SYMBOL	Pass
Output[2105]: {-0.155261,0.493993}	FIRST SYMBOL	Pass
Output[2106]: {0.562475,-0.281628}	FIRST SYMBOL	Pass
Output[2107]: {-0.450868,-0.091325}	FIRST SYMBOL	Pass
Output[2108]: {0.230156,0.346546}	FIRST SYMBOL	Pass
Output[2109]: {-0.034615,-0.404951}	FIRST SYMBOL	Pass
Output[2110]: {-0.162132,0.376048}	FIRST SYMBOL	Pass
Output[2111]: {0.244584,-0.047274}	FIRST SYMBOL	Pass
Output[2112]: {-0.173278,-0.076569}	FIRST SYMBOL	Pass
Output[2113]: {0.108434,0.216113}	FIRST SYMBOL	Pass
Output[2114]: {-0.043417,-0.166416}	FIRST SYMBOL	Pass
Output[2115]: {0.066918,0.140837}	FIRST SYMBOL	Pass
Output[2116]: {0.133013,-0.187485}	FIRST SYMBOL	Pass
Output[2117]: {-0.230157,0.092227}	FIRST SYMBOL	Pass
Output[2118]: {0.305211,-0.003698}	FIRST SYMBOL	Pass
Output[2119]: {-0.250238,-0.29639}	FIRST SYMBOL	Pass
Output[2120]: {0.068377,0.328847}	FIRST SYMBOL	Pass
Output[2121]: {0.251912,-0.432054}	FIRST SYMBOL	Pass
Output[2122]: {-0.517617,0.122328}	FIRST SYMBOL	Pass
Output[2123]: {0.480523,0.22709}	FIRST SYMBOL	Pass
Output[2124]: {-0.337006,-0.512817}	FIRST SYMBOL	Pass
Output[2125]: {-0.21185,0.637889}	FIRST SYMBOL	Pass
Output[2126]: {0.619898,-0.343862}	FIRST SYMBOL	Pass
Output[2127]: {-0.725614,-0.185112}	FIRST SYMBOL	Pass
Output[2128]: {0.479567,0.686135}	FIRST SYMBOL	Pass
Output[2129]: {0.152374,-0.817626}	FIRST SYMBOL	Pass
Output[2130]: {-0.592835,0.458491}	FIRST SYMBOL	Pass
Output[2131]: {0.911105,0.064291}	FIRST SYMBOL	Pass
Output[2132]: {-0.530589,-0.625864}	FIRST SYMBOL	Pass
Output[2133]: {0.073121,0.861374}	FIRST SYMBOL	Pass
Output[2134]: {0.609502,-0.575656}	FIRST SYMBOL	Pass
Output[2135]: {-0.82524,-0.018976}	FIRST SYMBOL	Pass
Output[2136]: {0.643165,0.611874}	FIRST SYMBOL	Pass
Output[2137]: {-0.067584,-0.875664}	FIRST SYMBOL	Pass
Output[2138]: {-0.612929,0.701737}	FIRST SYMBOL	Pass
Output[2139]: {0.863852,-0.118141}	FIRST SYMBOL	Pass
Output[2140]: {-0.662964,-0.57019}	FIRST SYMBOL	Pass
Output[2141]: {0.111368,0.828657}	FIRST SYMBOL	Pass
Output[2142]: {0.551597,-0.619003}	FIRST SYMBOL	Pass
Output[2143]: {-0.804328,0.064172}	FIRST SYMBOL	Pass
Output[2144]: {0.676437,0.45599}	FIRST SYMBOL	Pass
Output[2145]: {-0.095354,-0.725976}	FIRST SYMBOL	Pass
Output[2146]: {-0.388927,0.524239}	FIRST SYMBOL	Pass
Output[2147]: {0.669198,-0.022539}	FIRST SYMBOL	Pass
Output[2148]: {-0.517987,-0.401572}	FIRST SYMBOL	Pass
Output[2149]: {0.063346,0.579379}	FIRST SYMBOL	Pass
Output[2150]: {0.439729,-0.410001}	FIRST SYMBOL	Pass
Output[2151]: {-0.533676,0.050243}	FIRST SYMBOL	Pass
Output[2152]: {0.34405,0.412527}	FIRST SYMBOL	Pass
Output[2153]: {0.012228,-0.434368}	FIRST SYMBOL	Pass
Output[2154]: {-0.354039,0.3224}	FIRST SYMBOL	Pass
Output[2155]: {0.469832,0.019842}	FIRST SYMBOL	Pass
Output[2156]: {-0.182178,-0.303172}	FIRST SYMBOL	Pass
Output[2157]: {-0.154352,0.339911}	FIRST SYMBOL	Pass
Output[2158]: {0.357315,-0.190451}	FIRST SYMBOL	Pass
Output[2159]: {-0.304734,-0.235058}	FIRST SYMBOL	Pass
Output[2160]: {0.045054,0.451198}	FIRST SYMBOL	Pass
Output[2161]: {0.212105,-0.235982}	FIRST SYMBOL	Pass
Output[2162]: {-0.398827,-0.038696}	FIRST SYMBOL	Pass
Output[2163]: {0.177598,0.339695}	FIRST SYMBOL	Pass
Output[2164]: {0.073703,-0.337177}	FIRST SYMBOL	Pass
Output[2165]: {-0.336346,0.156537}	FIRST SYMBOL	Pass
Output[2166]: {0.420621,0.190796}	FIRST SYMBOL	Pass
Output[2167]: {-0.142007,-0.514258}	FIRST SYMBOL	Pass
Output[2168]: {-0.159871,0.408168}	FIRST SYMBOL	Pass
Output[2169]: {0.493294,-0.106262}	FIRST SYMBOL	Pass
Output[2170]: {-0.454567,-0.204987}	FIRST SYMBOL	Pass
Output[2171]: {0.14993,0.509368}	FIRST SYMBOL	Pass
Output[2172]: {0.33973,-0.473385}	FIRST SYMBOL	Pass
Output[2173]: {-0.504138,0.108023}	FIRST SYMBOL	Pass
Output[2174]: {0.465853,0.367348}	FIRST SYMBOL	Pass
Output[2175]: {-0.006921,-0.589106}	FIRST SYMBOL	Pass
Output[2176]: {-0.372857,0.488069}	FIRST SYMBOL	Pass
Output[2177]: {0.56923,-0.034967}	FIRST SYMBOL	Pass
Output[2178]: {-0.446915,-0.514398}	FIRST SYMBOL	Pass
Output[2179]: {-0.011505,0.719336}	FIRST SYMBOL	Pass
Output[2180]: {0.551981,-0.346306}	FIRST SYMBOL	Pass
Output[2181]: {-0.68709,-0.129414}	FIRST SYMBOL	Pass
Output[2182]: {0.426345,0.45401}	FIRST SYMBOL	Pass
Output[2183]: {0.12901,-0.755384}	FIRST SYMBOL	Pass
Output[2184]: {-0.621239,0.395244}	FIRST SYMBOL	Pass
Output[2185]: {0.738079,0.186553}	FIRST SYMBOL	Pass
Output[2186]: {-0.439298,-0.676558}	FIRST SYMBOL	Pass
Output[2187]: {-0.155112,0.737438}	FIRST SYMBOL	Pass
Output[2188]: {0.67059,-0.323155}	FIRST SYMBOL	Pass
Output[2189]: {-0.704425,-0.164327}	FIRST SYMBOL	Pass
Output[2190]: {0.414986,0.592788}	FIRST SYMBOL	Pass
Output[2191]: {0.225826,-0.825794}	FIRST SYMBOL	Pass
Output[2192]: {-0.720702,0.419019}	FIRST SYMBOL	Pass
Output[2193]: {0.750595,0.250582}	FIRST SYMBOL	Pass
Output[2194]: {-0.42444,-0.720736}	FIRST SYMBOL	Pass
Output[2195]: {-0.170495,0.876064}	FIRST SYMBOL	Pass
Output[2196]: {0.704524,-0.520556}	FIRST SYMBOL	Pass
Output[2197]: {-0.728566,-0.220242}	FIRST SYMBOL	Pass
Output[2198]: {0.468518,0.789862}	FIRST SYMBOL	Pass
Output[2199]: {0.193521,-0.785661}	FIRST SYMBOL	Pass
Output[2200]: {-0.688039,0.443076}	FIRST SYMBOL	Pass
Output[2201]: {0.830945,0.093777}	FIRST SYMBOL	Pass
Output[2202]: {-0.508395,-0.589843}	FIRST SYMBOL	Pass
Output[2203]: {-0.113971,0.709247}	FIRST SYMBOL	Pass
Output[2204]: {0.615844,-0.488476}	FIRST SYMBOL	Pass
Output[2205]: {-0.764361,-0.185622}	FIRST SYMBOL	Pass
Output[2206]: {0.476767,0.617112}	FIRST SYMBOL	Pass
Output[2207]: {0.015517,-0.688492}	FIRST SYMBOL	Pass
Output[2208]: {-0.540685,0.440423}	FIRST SYMBOL	Pass
Output[2209]: {0.699687,-0.001291}	FIRST SYMBOL	Pass
Output[2210]: {-0.467789,-0.583964}	FIRST SYMBOL	Pass
Output[2211]: {0.030733,0.611833}	FIRST SYMBOL	Pass
Output[2212]: {0.33943,-0.388518}	FIRST SYMBOL	Pass
Output[2213]: {-0.571282,-0.002665}	FIRST SYMBOL	Pass
Output[2214]: {0.37425,0.297583}	FIRST SYMBOL	Pass
Output[2215]: {-0.113151,-0.428239}	FIRST SYMBOL	Pass
Output[2216]: {-0.177875,0.366586}	FIRST SYMBOL	Pass
Output[2217]: {0.429465,-0.168621}	FIRST SYMBOL	Pass
Output[2218]: {-0.395054,-0.102784}	FIRST SYMBOL	Pass
Output[2219]: {0.168752,0.27061}	FIRST SYMBOL	Pass
Output[2220]: {0.061322,-0.365943}	FIRST SYMBOL	Pass
Output[2221]: {-0.302095,0.23463}	FIRST SYMBOL	Pass
Output[2222]: {0.249377,-0.024174}	FIRST SYMBOL	Pass
Output[2223]: {-0.241885,-0.088687}	FIRST SYMBOL	Pass
Output[2224]: {0.116285,0.134837}	FIRST SYMBOL	Pass
Output[2225]: {0.010645,-0.256902}	FIRST SYMBOL	Pass
Output[2226]: {-0.10665,0.123156}	FIRST SYMBOL	Pass
Output[2227]: {0.215214,-0.091194}	FIRST SYMBOL	Pass
Output[2228]: {-0.265178,-0.086021}	FIRST SYMBOL	Pass
Output[2229]: {0.153959,0.192336}	FIRST SYMBOL	Pass
Output[2230]: {-0.035284,-0.216264}	FIRST SYMBOL	Pass
Output[2231]: {-0.074832,0.220181}	FIRST SYMBOL	Pass
Output[2232]: {0.237956,-0.130186}	FIRST SYMBOL	Pass
Output[2233]: {-0.306027,-0.07123}	FIRST SYMBOL	Pass
Output[2234]: {0.225778,0.286336}	FIRST SYMBOL	Pass
Output[2235]: {-0.039049,-0.370099}	FIRST SYMBOL	Pass
Output[2236]: {-0.27379,0.294751}	FIRST SYMBOL	Pass
Output[2237]: {0.484585,-0.09983}	FIRST SYMBOL	Pass
Output[2238]: {-0.356185,-0.181509}	FIRST SYMBOL	Pass
Output[2239]: {0.063271,0.432733}	FIRST SYMBOL	Pass
Output[2240]: {0.195535,-0.360989}	FIRST SYMBOL	Pass
Output[2241]: {-0.527757,0.14253}	FIRST SYMBOL	Pass
Output[2242]: {0.34781,0.205952}	FIRST SYMBOL	Pass
Output[2243]: {-0.176654,-0.425793}	FIRST SYMBOL	Pass
Output[2244]: {-0.238896,0.409123}	FIRST SYMBOL	Pass
Output[2245]: {0.456243,-0.147605}	FIRST SYMBOL	Pass
Output[2246]: {-0.48866,-0.190025}	FIRST SYMBOL	Pass
Output[2247]: {0.256779,0.401962}	FIRST SYMBOL	Pass
Output[2248]: {0.121322,-0.431305}	FIRST SYMBOL	Pass
Output[2249]: {-0.359873,0.229628}	FIRST SYMBOL	Pass
Output[2250]: {0.384384,0.195716}	FIRST SYMBOL	Pass
Output[2251]: {-0.215695,-0.434259}	FIRST SYMBOL	Pass
Output[2252]: {-0.069249,0.446065}	FIRST SYMBOL	Pass
Output[2253]: {0.351471,-0.182352}	FIRST SYMBOL	Pass
Output[2254]: {-0.373417,-0.126953}	FIRST SYMBOL	Pass
Output[2255]: {0.189929,0.250586}	FIRST SYMBOL	Pass
Output[2256]: {-0.019059,-0.375667}	FIRST SYMBOL	Pass
Output[2257]: {-0.282798,0.210288}	FIRST SYMBOL	Pass
Output[2258]: {0.353076,0.151379}	FIRST SYMBOL	Pass
Output[2259]: {-0.201056,-0.246894}	FIRST SYMBOL	Pass
Output[2260]: {-0.104874,0.443512}	FIRST SYMBOL	Pass
Output[2261]: {0.218849,-0.10406}	FIRST SYMBOL	Pass
Output[2262]: {-0.188233,-0.108056}	FIRST SYMBOL	Pass
Output[2263]: {0.072653,0.232389}	FIRST SYMBOL	Pass
Output[2264]: {0.135465,-0.207242}	FIRST SYMBOL	Pass
Output[2265]: {-0.257773,-0.018682}	FIRST SYMBOL	Pass
Output[2266]: {0.224574,0.172965}	FIRST SYMBOL	Pass
Output[2267]: {-0.097167,-0.271294}	FIRST SYMBOL	Pass
Output[2268]: {-0.220347,0.12428}	FIRST SYMBOL	Pass
Output[2269]: {0.220599,0.021452}	FIRST SYMBOL	Pass
Output[2270]: {-0.134233,-0.193637}	FIRST SYMBOL	Pass
Output[2271]: {0.051363,0.263984}	FIRST SYMBOL	Pass
Output[2272]: {0.215614,-0.198837}	FIRST SYMBOL	Pass
Output[2273]: {-0.321431,-0.036099}	FIRST SYMBOL	Pass
Output[2274]: {0.198863,0.310424}	FIRST SYMBOL	Pass
Output[2275]: {0.059473,-0.361407}	FIRST SYMBOL	Pass
Output[2276]: {-0.317916,0.168275}	FIRST SYMBOL	Pass
Output[2277]: {0.46202,0.028146}	FIRST SYMBOL	Pass
Output[2278]: {-0.200164,-0.390502}	FIRST SYMBOL	Pass
Output[2279]: {-0.013758,0.512706}	FIRST SYMBOL	Pass
Output[2280]: {0.259986,-0.318578}	FIRST SYMBOL	Pass
Output[2281]: {-0.444701,-0.058413}	FIRST SYMBOL	Pass
Output[2282]: {0.296573,0.367406}	FIRST SYMBOL	Pass
Output[2283]: {0.006557,-0.477025}	FIRST SYMBOL	Pass
Output[2284]: {-0.276767,0.383832}	FIRST SYMBOL	Pass
Output[2285]: {0.503671,-0.061718}	FIRST SYMBOL	Pass
Output[2286]: {-0.323358,-0.291711}	FIRST SYMBOL	Pass
Output[2287]: {0.161651,0.526055}	FIRST SYMBOL	Pass
Output[2288]: {0.224672,-0.469663}	FIRST SYMBOL	Pass
Output[2289]: {-0.539655,0.14972}	FIRST SYMBOL	Pass
Output[2290]: {0.428113,0.201348}	FIRST SYMBOL	Pass
Output[2291]: {-0.22932,-0.471781}	FIRST SYMBOL	Pass
Output[2292]: {-0.171955,0.547183}	FIRST SYMBOL	Pass
Output[2293]: {0.52786,-0.248687}	FIRST SYMBOL	Pass
Output[2294]: {-0.461588,-0.128737}	FIRST SYMBOL	Pass
Output[2295]: {0.247249,0.393978}	FIRST SYMBOL	Pass
Output[2296]: {0.043825,-0.565977}	FIRST SYMBOL	Pass
Output[2297]: {-0.343031,0.331565}	FIRST SYMBOL	Pass
Output[2298]: {0.522274,-0.072906}	FIRST SYMBOL	Pass
Output[2299]: {-0.525879,-0.322615}	FIRST SYMBOL	Pass
Output[2300]: {-0.03628,0.535145}	FIRST SYMBOL	Pass
Output[2301]: {0.329066,-0.468279}	FIRST SYMBOL	Pass
Output[2302]: {-0.546162,0.21433}	FIRST SYMBOL	Pass
Output[2303]: {0.52614,0.232336}	FIRST SYMBOL	Pass
Output[2304]: {-0.217966,-0.498417}	FIRST SYMBOL	Pass
Output[2305]: {-0.182371,0.493977}	FIRST SYMBOL	Pass
Output[2306]: {0.442982,-0.300118}	FIRST SYMBOL	Pass
Output[2307]: {-0.481772,-0.09075}	FIRST SYMBOL	Pass
Output[2308]: {0.26595,0.418957}	FIRST SYMBOL	Pass
Output[2309]: {-0.017835,-0.586811}	FIRST SYMBOL	Pass
Output[2310]: {-0.368124,0.337937}	FIRST SYMBOL	Pass
Output[2311]: {0.531281,-0.019585}	FIRST SYMBOL	Pass
Output[2312]: {-0.439653,-0.364782}	FIRST SYMBOL	Pass
Output[2313]: {0.06206,0.506677}	FIRST SYMBOL	Pass
Output[2314]: {0.282143,-0.34488}	FIRST SYMBOL	Pass
Output[2315]: {-0.446272,0.061725}	FIRST SYMBOL	Pass
Output[2316]: {0.399534,0.250885}	FIRST SYMBOL	Pass
Output[2317]: {-0.180355,-0.374863}	FIRST SYMBOL	Pass
Output[2318]: {-0.176368,0.383036}	FIRST SYMBOL	Pass
Output[2319]: {0.363221,-0.147598}	FIRST SYMBOL	Pass
Output[2320]: {-0.370863,-0.122453}	FIRST SYMBOL	Pass
Output[2321]: {0.142397,0.213002}	FIRST SYMBOL	Pass
Output[2322]: {0.095585,-0.304538}	FIRST SYMBOL	Pass
Output[2323]: {-0.279154,0.168545}	FIRST SYMBOL	Pass
Output[2324]: {0.23552,0.034666}	FIRST SYMBOL	Pass
Output[2325]: {-0.105582,-0.174868}	FIRST SYMBOL	Pass
Output[2326]: {0.029203,0.223676}	FIRST SYMBOL	Pass
Output[2327]: {0.168067,-0.08555}	FIRST SYMBOL	Pass
Output[2328]: {-0.202352,0.04576}	FIRST SYMBOL	Pass
Output[2329]: {0.191846,0.124783}	FIRST SYMBOL	Pass
Output[2330]: {0.009314,-0.119871}	FIRST SYMBOL	Pass
Output[2331]: {-0.032721,0.014494}	FIRST SYMBOL	Pass
Output[2332]: {0.153998,-0.008086}	FIRST SYMBOL	Pass
Output[2333]: {0.056994,-0.000541}	FIRST SYMBOL	Pass
Output[2334]: {-0.063746,0.010164}	FIRST SYMBOL	Pass
Output[2335]: {0.018773,0.058842}	FIRST SYMBOL	Pass
Output[2336]: {0.113312,-0.073131}	FIRST SYMBOL	Pass
Output[2337]: {-0.029273,-0.065845}	FIRST SYMBOL	Pass
Output[2338]: {0.089088,0.07389}	FIRST SYMBOL	Pass
Output[2339]: {0.045457,-0.114242}	FIRST SYMBOL	Pass
Output[2340]: {-0.087821,0.089266}	FIRST SYMBOL	Pass
Output[2341]: {0.143876,0.037436}	FIRST SYMBOL	Pass
Output[2342]: {-0.092825,-0.130157}	FIRST SYMBOL	Pass
Output[2343]: {-0.063358,0.186133}	FIRST SYMBOL	Pass
Output[2344]: {0.112433,-0.120696}	FIRST SYMBOL	Pass
Output[2345]: {-0.246587,-0.025934}	FIRST SYMBOL	Pass
Output[2346]: {0.130656,0.186852}	FIRST SYMBOL	Pass
Output[2347]: {0.097882,-0.222173}	FIRST SYMBOL	Pass
Output[2348]: {-0.178835,0.162435}	FIRST SYMBOL	Pass
Output[2349]: {0.165286,0.073945}	FIRST SYMBOL	Pass
Output[2350]: {-0.229769,-0.192685}	FIRST SYMBOL	Pass
Output[2351]: {0.07429,0.306208}	FIRST SYMBOL	Pass
Output[2352]: {0.175712,-0.236662}	FIRST SYMBOL	Pass
Output[2353]: {-0.225061,0.073983}	FIRST SYMBOL	Pass
Output[2354]: {0.276855,0.166444}	FIRST SYMBOL	Pass
Output[2355]: {-0.087787,-0.320993}	FIRST SYMBOL	Pass
Output[2356]: {-0.10592,0.236667}	FIRST SYMBOL	Pass
Output[2357]: {0.295723,-0.088025}	FIRST SYMBOL	Pass
Output[2358]: {-0.24338,-0.085828}	FIRST SYMBOL	Pass
Output[2359]: {0.064986,0.235451}	FIRST SYMBOL	Pass
Output[2360]: {0.087562,-0.175731}	FIRST SYMBOL	Pass
Output[2361]: {-0.208138,0.067358}	FIRST SYMBOL	Pass
Output[2362]: {0.185842,0.086039}	FIRST SYMBOL	Pass
Output[2363]: {-0.151053,-0.100385}	FIRST SYMBOL	Pass
Output[2364]: {-0.055012,0.158702}	FIRST SYMBOL	Pass
Output[2365]: {0.123167,-0.038015}	FIRST SYMBOL	Pass
Output[2366]: {-0.128103,0.037948}	FIRST SYMBOL	Pass
Output[2367]: {0.098645,0.048888}	FIRST SYMBOL	Pass
Output[2368]: {-0.001163,-0.202116}	FIRST SYMBOL	Pass
Output[2369]: {-0.058185,0.100019}	FIRST SYMBOL	Pass
Output[2370]: {-0.032354,-0.036303}	FIRST SYMBOL	Pass
Output[2371]: {-0.068004,-0.036778}	FIRST SYMBOL	Pass
Output[2372]: {0.025095,-0.038011}	FIRST SYMBOL	Pass
Output[2373]: {-0.121092,-0.052107}	FIRST SYMBOL	Pass
Output[2374]: {0.066313,0.143882}	FIRST SYMBOL	Pass
Output[2375]: {-0.028911,-0.121117}	FIRST SYMBOL	Pass
Output[2376]: {-0.084763,0.125456}	FIRST SYMBOL	Pass
Output[2377]: {0.242678,-0.020651}	FIRST SYMBOL	Pass
Output[2378]: {-0.28924,-0.165553}	FIRST SYMBOL	Pass
Output[2379]: {0.122832,0.199772}	FIRST SYMBOL	Pass
Output[2380]: {0.096364,-0.347472}	FIRST SYMBOL	Pass
Output[2381]: {-0.395484,0.084898}	FIRST SYMBOL	Pass
Output[2382]: {0.350416,0.030636}	FIRST SYMBOL	Pass
Output[2383]: {-0.263277,-0.289214}	FIRST SYMBOL	Pass
Output[2384]: {-0.072012,0.407267}	FIRST SYMBOL	Pass
Output[2385]: {0.310776,-0.282627}	FIRST SYMBOL	Pass
Output[2386]: {-0.406434,-0.085802}	FIRST SYMBOL	Pass
Output[2387]: {0.359106,0.261537}	FIRST SYMBOL	Pass
Output[2388]: {0.037908,-0.484081}	FIRST SYMBOL	Pass
Output[2389]: {-0.28199,0.370797}	FIRST SYMBOL	Pass
Output[2390]: {0.610705,-0.001449}	FIRST SYMBOL	Pass
Output[2391]: {-0.403029,-0.393119}	FIRST SYMBOL	Pass
Output[2392]: {-0.011826,0.569079}	FIRST SYMBOL	Pass
Output[2393]: {0.370648,-0.557246}	FIRST SYMBOL	Pass
Output[2394]: {-0.603039,0.081028}	FIRST SYMBOL	Pass
Output[2395]: {0.602234,0.353841}	FIRST SYMBOL	Pass
Output[2396]: {-0.227604,-0.592497}	FIRST SYMBOL	Pass
Output[2397]: {-0.288075,0.578744}	FIRST SYMBOL	Pass
Output[2398]: {0.587756,-0.245626}	FIRST SYMBOL	Pass
Output[2399]: {-0.587474,-0.309129}	FIRST SYMBOL	Pass
Output[2400]: {0.383513,0.609459}	FIRST SYMBOL	Pass
Output[2401]: {0.19133,-0.689502}	FIRST SYMBOL	Pass
Output[2402]: {-0.55455,0.375007}	FIRST SYMBOL	Pass
Output[2403]: {0.653196,0.18859}	FIRST SYMBOL	Pass
Output[2404]: {-0.384178,-0.509189}	FIRST SYMBOL	Pass
Output[2405]: {-0.133335,0.624023}	FIRST SYMBOL	Pass
Output[2406]: {0.514677,-0.429033}	FIRST SYMBOL	Pass
Output[2407]: {-0.638788,-0.019378}	FIRST SYMBOL	Pass
Output[2408]: {0.455039,0.37888}	FIRST SYMBOL	Pass
Output[2409]: {0.010863,-0.617525}	FIRST SYMBOL	Pass
Output[2410]: {-0.378105,0.481606}	FIRST SYMBOL	Pass
Output[2411]: {0.561662,-0.083959}	FIRST SYMBOL	Pass
Output[2412]: {-0.449098,-0.268668}	FIRST SYMBOL	Pass
Output[2413]: {0.157311,0.485679}	FIRST SYMBOL	Pass
Output[2414]: {0.235856,-0.358769}	FIRST SYMBOL	Pass
Output[2415]: {-0.40588,0.236083}	FIRST SYMBOL	Pass
Output[2416]: {0.500253,0.197685}	FIRST SYMBOL	Pass
Output[2417]: {-0.298155,-0.367221}	FIRST SYMBOL	Pass
Output[2418]: {-0.020363,0.377599}	FIRST SYMBOL	Pass
Output[2419]: {0.273187,-0.323909}	FIRST SYMBOL	Pass
Output[2420]: {-0.428104,0.04256}	FIRST SYMBOL	Pass
Output[2421]: {0.301194,0.166414}	FIRST SYMBOL	Pass
Output[2422]: {-0.148777,-0.235149}	FIRST SYMBOL	Pass
Output[2423]: {-0.094579,0.255372}	FIRST SYMBOL	Pass
Output[2424]: {0.21778,-0.167795}	FIRST SYMBOL	Pass
Output[2425]: {-0.348803,-0.041055}	FIRST SYMBOL	Pass
Output[2426]: {0.261604,0.105119}	FIRST SYMBOL	Pass
Output[2427]: {-0.091587,-0.242331}	FIRST SYMBOL	Pass
Output[2428]: {-0.124553,0.293069}	FIRST SYMBOL	Pass
Output[2429]: {0.26657,-0.236147}	FIRST SYMBOL	Pass
Output[2430]: {-0.380358,-0.044886}	FIRST SYMBOL	Pass
Output[2431]: {0.212574,0.207286}	FIRST SYMBOL	Pass
