(0.0572691,0.227535)
(0.113388,-0.241331)
(-0.283447,0.0861034)
(0.265268,0.145166)
(-0.0237274,-0.359676)
(-0.154251,0.28666)
(0.338217,-0.152866)
(-0.282189,-0.168739)
(0.120859,0.428873)
(0.21991,-0.467838)
(-0.440503,0.125149)
(0.423556,0.293525)
(-0.197556,-0.484588)
(-0.211599,0.536661)
(0.496045,-0.249715)
(-0.484785,-0.202569)
(0.295372,0.495455)
(0.0654917,-0.660754)
(-0.589005,0.342281)
(0.69359,0.0984755)
(-0.444947,-0.507687)
(-0.120978,0.652662)
(0.462666,-0.439198)
(-0.767151,0.0463409)
(0.563598,0.492236)
(-0.0374641,-0.896335)
(-0.390138,0.688192)
(0.859797,-0.265198)
(-0.705753,-0.404458)
(0.262815,0.837859)
(0.39519,-0.84939)
(-0.817501,0.453348)
(0.92064,0.253924)
(-0.665514,-0.831495)
(-0.0628672,0.931356)
(0.725345,-0.576138)
(-1.0262,0.0160503)
(0.790095,0.694349)
(-0.138462,-1.05238)
(-0.51656,0.831563)
(0.968154,-0.24655)
(-0.874543,-0.466283)
(0.377685,0.861714)
(0.325081,-0.981399)
(-0.870705,0.476212)
(0.990188,0.160794)
(-0.630618,-0.835136)
(-0.0345516,1.07241)
(0.703626,-0.686466)
(-0.929041,0.0769453)
(0.661276,0.616619)
(-0.205752,-0.919713)
(-0.442094,0.778849)
(0.804961,-0.255893)
(-0.884856,-0.326655)
(0.395193,0.756676)
(0.184381,-0.779933)
(-0.616888,0.472145)
(0.788525,0.0805502)
(-0.579828,-0.467093)
(0.0394487,0.728207)
(0.358481,-0.594874)
(-0.667358,0.131284)
(0.597832,0.281451)
(-0.318565,-0.576859)
(-0.139844,0.557243)
(0.441014,-0.370539)
(-0.57465,-0.00258636)
(0.425866,0.244745)
(-0.104715,-0.476493)
(-0.192876,0.410372)
(0.41525,-0.29923)
(-0.45149,0.0138826)
(0.251928,0.367046)
(-0.0522795,-0.344766)
(-0.0991411,0.307975)
(0.412555,-0.227258)
(-0.298927,-0.0470533)
(0.330729,0.212505)
(-0.139277,-0.420793)
(-0.169215,0.369601)
(0.349396,-0.233747)
(-0.512264,-0.111799)
(0.369809,0.30156)
(-0.143539,-0.48223)
(-0.246058,0.497436)
(0.522766,-0.263195)
(-0.538294,-0.211454)
(0.272154,0.485606)
(0.103456,-0.535242)
(-0.457193,0.395808)
(0.579662,0.0476198)
(-0.520985,-0.458961)
(0.0438576,0.595151)
(0.336836,-0.525742)
(-0.61872,0.261127)
(0.617872,0.248648)
(-0.309038,-0.653594)
(-0.274727,0.577641)
(0.668553,-0.284913)
(-0.698812,-0.115104)
(0.421803,0.476191)
(-0.0152245,-0.651852)
(-0.50783,0.38809)
(0.60338,0.00921822)
(-0.416803,-0.368073)
(0.105338,0.565843)
(0.392448,-0.463387)
(-0.537298,-0.00799274)
(0.382676,0.241102)
(-0.0680418,-0.468529)
(-0.232121,0.393685)
(0.370286,-0.0692434)
(-0.265946,-0.132132)
(0.0960865,0.469325)
(0.228571,-0.274205)
(-0.358044,0.0777388)
(0.205232,0.100055)
(-0.0688715,-0.211716)
(-0.223722,0.152881)
(0.278881,0.0468149)
(-0.0301619,-0.149022)
(-0.203407,0.182996)
(0.302462,0.0833597)
(-0.205625,-0.177827)
(-0.0669861,0.229909)
(0.237125,-0.238721)
(-0.421328,-0.0727282)
(0.263988,0.363408)
(0.0261154,-0.419866)
(-0.403776,0.374253)
(0.473725,-0.0406208)
(-0.443747,-0.408049)
(0.0319967,0.656368)
(0.352006,-0.508284)
(-0.650396,0.0538568)
(0.614426,0.376796)
(-0.162503,-0.712846)
(-0.426925,0.596794)
(0.73544,-0.184602)
(-0.723412,-0.242264)
(0.271852,0.766058)
(0.250881,-0.795645)
(-0.708289,0.417759)
(0.823981,0.0783558)
(-0.442608,-0.748122)
(-0.0344343,0.907206)
(0.699338,-0.53358)
(-0.835927,0.0257635)
(0.630577,0.480907)
(-0.144177,-0.78139)
(-0.41819,0.6899)
(0.72886,-0.180011)
(-0.658223,-0.337711)
(0.25348,0.670775)
(0.151558,-0.614446)
(-0.644091,0.376493)
(0.718636,0.147382)
(-0.40907,-0.524832)
(-0.024682,0.605659)
(0.29284,-0.505114)
(-0.562144,0.102847)
(0.392208,0.321314)
(-0.235315,-0.39257)
(-0.118707,0.32632)
(0.364392,-0.205907)
(-0.418229,-0.0173655)
(0.288795,0.17972)
(-0.0877762,-0.290372)
(-0.0823269,0.223967)
(0.243074,-0.232491)
(-0.304091,-0.0299072)
(0.24162,0.13874)
(-0.0566206,-0.311298)
(0.0103283,0.339874)
(0.174522,-0.277952)
(-0.460678,0.0637999)
(0.391511,0.271717)
(-0.226721,-0.417093)
(-0.0809622,0.494483)
(0.250325,-0.245577)
(-0.476295,-0.0271416)
(0.452793,0.278572)
(-0.124307,-0.530215)
(-0.225801,0.462484)
(0.462589,-0.230301)
(-0.549164,-0.274734)
(0.281495,0.566133)
(0.0620766,-0.576271)
(-0.461212,0.450318)
(0.714639,0.0211916)
(-0.551991,-0.44718)
(0.127393,0.728643)
(0.402947,-0.539803)
(-0.679322,0.166623)
(0.570467,0.290374)
(-0.291513,-0.673299)
(-0.157089,0.592813)
(0.572924,-0.353471)
(-0.64293,-0.132293)
(0.459543,0.473165)
(-0.0135918,-0.69275)
(-0.392669,0.445821)
(0.588772,-0.124897)
(-0.487005,-0.266448)
(0.209385,0.483123)
(0.227612,-0.505155)
(-0.474835,0.286387)
(0.472576,0.0517693)
(-0.279203,-0.355584)
(0.0246124,0.483316)
(0.305682,-0.335195)
(-0.368822,0.0867529)
(0.292975,0.118477)
(-0.0833778,-0.23684)
(-0.0502567,0.329945)
(0.108432,-0.251656)
(-0.356915,0.0270681)
(0.222156,0.162416)
(-0.0187559,-0.260732)
(-0.0471153,0.263312)
(0.21548,-0.203281)
(-0.242509,0.0464001)
(0.269351,0.0915546)
(-0.111312,-0.253219)
(-0.067317,0.235681)
(0.215976,-0.142834)
(-0.274279,-0.01581)
(0.279404,0.149959)
(-0.0518064,-0.361629)
(-0.118737,0.31714)
(0.269179,-0.136449)
(-0.241031,-0.0624733)
(0.156243,0.279929)
(0.00960541,-0.36145)
(-0.217944,0.299007)
(0.264761,-0.0264702)
(-0.226271,-0.13464)
(0.146723,0.263243)
(0.0913944,-0.265641)
(-0.283087,0.147659)
(0.22515,0.0131187)
(-0.154006,-0.152303)
(0.0859213,0.297688)
(0.0361013,-0.252398)
(-0.244593,0.127974)
(0.218023,0.0695744)
(-0.224862,-0.217641)
(0.0588255,0.241236)
(0.164743,-0.283623)
(-0.255363,0.124426)
(0.266337,0.00789642)
(-0.202932,-0.261657)
(-0.0683165,0.352836)
(0.206932,-0.201769)
(-0.337057,0.0753126)
(0.280832,0.161129)
(-0.0805407,-0.431497)
(-0.161926,0.243523)
(0.300984,-0.175301)
(-0.406658,-0.174623)
(0.165731,0.278664)
(0.0795536,-0.407184)
(-0.319613,0.25859)
(0.449632,0.0403194)
(-0.333751,-0.308208)
(0.0253115,0.383543)
(0.22636,-0.367867)
(-0.416633,-0.0105639)
(0.347072,0.280619)
(-0.108196,-0.42913)
(-0.204139,0.394753)
(0.450849,-0.164329)
(-0.371177,-0.240596)
(0.120976,0.387404)
(0.168801,-0.316387)
(-0.47703,0.130402)
(0.423292,0.196815)
(-0.0803051,-0.406403)
(-0.119907,0.381647)
(0.374722,-0.218383)
(-0.324074,-0.251431)
(0.180586,0.355045)
(0.242869,-0.300159)
(-0.38647,0.0590382)
(0.300428,0.178493)
(-0.026535,-0.335356)
(-0.216341,0.289538)
(0.359657,-0.0437851)
(-0.264661,-0.238535)
(0.0178118,0.335127)
(0.190527,-0.205288)
(-0.371106,-0.0374432)
(0.270474,0.22506)
(0.00886154,-0.33255)
(-0.222464,0.214727)
(0.297712,0.0354109)
(-0.189651,-0.218098)
(-0.120877,0.32772)
(0.283794,-0.205356)
(-0.283459,0.00463486)
(0.0995731,0.277849)
(0.152576,-0.282715)
(-0.30269,0.29168)
(0.23494,0.144362)
(-0.152773,-0.27525)
(-0.16893,0.333865)
(0.278516,-0.0678234)
(-0.423242,-0.171118)
(0.181299,0.27188)
(0.174946,-0.325581)
(-0.341797,0.149756)
(0.349839,0.0861683)
(-0.129038,-0.380236)
(-0.180103,0.316787)
(0.280091,-0.103965)
(-0.351892,-0.11557)
(0.118516,0.398211)
(0.137114,-0.236358)
(-0.304432,0.0738907)
(0.231888,0.0933943)
(-0.0632219,-0.302926)
(-0.154145,0.277322)
(0.225123,-0.0604677)
(-0.296674,-0.160291)
(0.0880356,0.270398)
(0.160583,-0.187592)
(-0.182274,0.0644274)
(0.214618,0.0491924)
(-0.071619,-0.166302)
(-0.149289,0.206065)
(0.138599,-0.0173407)
(-0.132245,-0.0636053)
(0.0591507,0.112952)
(0.0729303,-0.136847)
(-0.130194,-0.0480099)
(0.0323009,0.114245)
(0.0399675,-0.168557)
(-0.140471,0.0553341)
(0.12581,0.0726814)
(0.0620174,-0.0910215)
(-0.0770636,0.107994)
(0.122244,0.0451698)
(-0.178284,-0.160413)
(-0.105641,0.183374)
(0.196305,-0.066823)
(-0.164276,-0.0510778)
(0.0842686,0.14382)
(0.0737362,-0.0981627)
(-0.269821,0.0798569)
(0.267875,0.141086)
(-0.0506058,-0.271926)
(-0.137622,0.289605)
(0.223718,-0.133965)
(-0.2648,-0.157907)
(0.14775,0.24116)
(0.0204391,-0.264137)
(-0.305104,0.179534)
(0.289684,0.0213823)
(-0.290598,-0.212164)
(-0.043148,0.30523)
(0.196934,-0.218256)
(-0.286887,-0.0499086)
(0.241492,0.179292)
(-0.0309076,-0.275667)
(-0.169864,0.181271)
(0.303394,-0.128834)
(-0.29476,-0.0796595)
(0.176397,0.336372)
(0.0563889,-0.292234)
(-0.190622,0.258794)
(0.336229,-0.0960741)
(-0.217967,-0.191813)
(0.0500069,0.309643)
(0.153334,-0.312162)
(-0.374751,0.154206)
(0.27799,-0.0110502)
(-0.247766,-0.29865)
(0.0151844,0.344936)
(0.246161,-0.238947)
(-0.350919,0.0831709)
(0.294639,0.163917)
(-0.150064,-0.404911)
(-0.207969,0.370797)
(0.439834,-0.175308)
(-0.523178,-0.139146)
(0.168373,0.341623)
(0.0985146,-0.493528)
(-0.347481,0.288929)
(0.510015,0.0433626)
(-0.375806,-0.378443)
(-0.0803452,0.486977)
(0.337508,-0.328655)
(-0.466917,0.0200481)
(0.400228,0.278823)
(0.0224218,-0.476337)
(-0.239982,0.37849)
(0.478064,-0.2075)
(-0.364285,-0.21852)
(0.156646,0.403481)
(0.15285,-0.365867)
(-0.432656,0.209091)
(0.375067,0.114658)
(-0.214167,-0.314713)
(-0.0302944,0.35393)
(0.386063,-0.22393)
(-0.34535,-0.0136681)
(0.0963449,0.274211)
(-0.0411549,-0.305099)
(-0.282375,0.188141)
(0.282442,-0.0297499)
(-0.0961132,-0.0990162)
(0.110103,0.251902)
(0.124434,-0.147804)
(-0.0878439,0.0793858)
(0.0487175,-0.00829124)
(-0.0594959,-0.104177)
(-0.0796785,0.0719156)
(0.0730324,-0.128275)
(-0.00328636,-0.0792923)
(0.130631,0.0103769)
(0.0361834,0.014164)
(0.0199928,0.0602036)
(-0.0260916,-0.0018692)
(0.0631208,0.143191)
(-0.0598326,-0.0869999)
(-0.193733,-0.0386515)
(0.176938,-0.022583)
(0.0484705,-0.130901)
(-0.0682812,0.240645)
(0.235102,0.0122061)
(-0.234423,-0.0710716)
(0.131602,0.287176)
(0.0657501,-0.25641)
(-0.195333,0.00195313)
(0.157614,0.0682545)
(-0.16151,-0.241427)
(-0.16973,0.261209)
(0.286181,-0.0207596)
(-0.234194,-0.156542)
(0.141514,0.300877)
(0.179842,-0.269534)
(-0.327103,0.0908689)
(0.256693,0.151048)
(-0.0644894,-0.330229)
(-0.199588,0.324444)
(0.402679,-0.00789261)
(-0.266037,-0.153055)
(0.0849075,0.418365)
(0.24135,-0.270895)
(-0.308927,0.0211535)
(0.327468,0.324288)
(-0.00926495,-0.424034)
(-0.334295,0.485931)
(0.523321,-0.00706387)
(-0.375307,-0.355207)
(0.116701,0.533526)
(0.191144,-0.395288)
(-0.480089,0.106786)
(0.456696,0.266459)
(-0.0841436,-0.503244)
(-0.262803,0.426793)
(0.492612,-0.132099)
(-0.458693,-0.150602)
(0.173423,0.433677)
(0.174692,-0.516018)
(-0.470213,0.254898)
(0.510346,0.20225)
(-0.178989,-0.401198)
(-0.0668602,0.486479)
(0.392527,-0.250769)
(-0.417848,-0.0506706)
(0.233783,0.336836)
(0.0191145,-0.436391)
(-0.235729,0.330297)
(0.281708,0.0835714)
(-0.266851,-0.234761)
(0.0203667,0.296427)
(0.0820503,-0.258783)
(-0.34587,0.144578)
(0.250324,0.0588388)
(-0.144507,-0.153961)
(0.0480604,0.306968)
(0.0873671,-0.216731)
(-0.241672,0.139823)
(0.188815,0.0366983)
(-0.132773,-0.138718)
(0.0229092,0.190027)
(0.163905,-0.136004)
(-0.235662,0.0413065)
(0.26545,0.0483389)
(-0.261234,-0.241717)
(0.011939,0.329179)
(0.173944,-0.271878)
(-0.32228,0.0375853)
(0.420212,0.189502)
(-0.0960217,-0.379855)
(-0.162442,0.312473)
(0.341044,-0.180579)
(-0.329949,-0.189451)
(0.220846,0.357674)
(0.0417099,-0.420681)
(-0.387619,0.298715)
(0.473034,0.0529299)
(-0.295752,-0.24307)
(0.0698729,0.40676)
(0.264851,-0.149776)
(-0.399682,0.00180149)
(0.25014,0.253362)
(-0.0774937,-0.31048)
(-0.229783,0.297625)
(0.260623,-0.0101128)
(-0.182117,-0.200026)
(0.02703,0.200996)
(0.124612,-0.102964)
(-0.228623,0.00132275)
(0.0551281,0.199383)
(0.0610361,-0.240821)
(-0.145948,0.0581722)
(0.125564,0.0745554)
(0.0488224,-0.207147)
(-0.253739,0.130804)
(0.244702,0.150351)
(-0.0928707,-0.30143)
(-0.246045,0.318584)
(0.384979,-0.103409)
(-0.265866,-0.301771)
(0.0917063,0.451099)
(0.324838,-0.369774)
(-0.500881,0.0982399)
(0.509191,0.344826)
(-0.163895,-0.522779)
(-0.320971,0.599077)
(0.711527,-0.104601)
(-0.636893,-0.317847)
(0.24238,0.728303)
(0.413769,-0.684944)
(-0.750592,0.203408)
(0.76216,0.270025)
(-0.405759,-0.77733)
(-0.27129,0.834846)
(0.672446,-0.399554)
(-0.752429,-0.17843)
(0.390063,0.762249)
(0.113577,-0.851569)
(-0.715162,0.513291)
(0.896925,0.0522299)
(-0.502878,-0.583704)
(-0.0246162,0.831514)
(0.519671,-0.61494)
(-0.776661,0.0732565)
(0.63295,0.45548)
(-0.0841532,-0.729636)
(-0.381661,0.554538)
(0.712857,-0.182194)
(-0.635874,-0.352445)
(0.173272,0.54868)
(0.283068,-0.542645)
(-0.545038,0.211783)
(0.499839,0.129086)
(-0.220884,-0.373238)
(-0.0956602,0.457827)
(0.339892,-0.237026)
(-0.342088,-0.038064)
(0.196135,0.213682)
(-0.0422812,-0.304057)
(-0.187053,0.215956)
(0.232278,-0.0243559)
(-0.101604,-0.111466)
(0.0702925,0.11697)
(-0.012991,-0.0572386)
(-0.0300694,0.0377064)
(0.0451012,-0.0563469)
(-0.0716438,0.0880194)
(0.081008,-0.0311069)
(-0.120038,-0.0017252)
(0.0491352,0.140467)
(-0.0768032,-0.19884)
(-0.13896,0.1408)
(0.225959,-0.15687)
(-0.323555,-0.0688715)
(0.169828,0.21934)
(0.089221,-0.278517)
(-0.247349,0.149632)
(0.324312,0.0483694)
(-0.167904,-0.283074)
(0.090765,0.381536)
(0.222793,-0.300925)
(-0.43535,0.0294142)
(0.213296,0.176764)
(-0.0974321,-0.328066)
(-0.195487,0.342207)
(0.287972,-0.16846)
(-0.259877,-0.11122)
(0.116102,0.308926)
(0.00709248,-0.294745)
(-0.20168,0.17288)
(0.37626,0.000240326)
(-0.2242,-0.158032)
(0.0446253,0.220671)
(0.0694923,-0.142096)
(-0.166462,0.180434)
(0.155637,-0.0450344)
(-0.171199,-0.217179)
(0.0332718,0.213483)
(-0.00703812,-0.109549)
(-0.166236,0.0214415)
(0.154925,0.0494747)
(-0.0599604,-0.0977545)
(0.0495625,0.122499)
(0.000411987,-0.0898561)
(-0.132814,-0.0535898)
(0.100307,0.0616312)
(-0.0388374,-0.142964)
(0.0489273,0.0516415)
(0.0040226,-0.100484)
(-0.103196,0.0316687)
(0.0702362,0.0461092)
(-0.169901,-0.0584717)
(0.0257483,0.0988712)
(0.0693054,-0.146471)
(-0.132706,0.0359297)
(0.0869093,0.0128622)
(-0.0857363,-0.172969)
(-0.0170889,0.132088)
(0.0522232,-0.0719709)
(-0.0733261,-0.0114727)
(-0.0276899,0.0842752)
(-0.0092268,-0.0700951)
(-0.0879297,0.0965214)
(0.0530396,-0.0190792)
(-0.0484705,-0.0575018)
(0.0609713,0.0532055)
(0.00273323,-0.0974016)
(0.037694,0.00963688)
(-0.0736361,-0.0669603)
(-0.00910664,0.0970297)
(0.125212,-0.0877953)
(-0.0879021,-0.00703144)
(0.134283,0.0888557)
(0.00221634,-0.177248)
(0.00972557,0.165948)
(0.205025,-0.0676899)
(-0.221034,-0.0766258)
(0.164934,0.185372)
(0.108308,-0.297766)
(-0.274347,0.23035)
(0.36402,-0.0797701)
(-0.295814,-0.174249)
(0.0792751,0.431856)
(0.16689,-0.363726)
(-0.433475,0.205907)
(0.436795,0.190288)
(-0.168848,-0.482308)
(-0.168096,0.559189)
(0.529696,-0.372035)
(-0.621552,-0.116636)
(0.433399,0.565008)
(-0.0169277,-0.734409)
(-0.446378,0.55693)
(0.734716,-0.00323105)
(-0.58624,-0.457911)
(0.15119,0.805913)
(0.373607,-0.668015)
(-0.758684,0.231803)
(0.809332,0.351831)
(-0.32023,-0.796594)
(-0.348564,0.879732)
(0.819566,-0.43018)
(-0.891823,-0.184744)
(0.48674,0.770596)
(0.106314,-0.982904)
(-0.782335,0.62298)
(0.939697,0.133702)
(-0.732231,-0.777662)
(0.0846596,0.991031)
(0.60815,-0.738548)
(-0.971371,0.16608)
(0.742074,0.601639)
(-0.163222,-0.90842)
(-0.608311,0.778803)
(1.08174,-0.207594)
(-0.883003,-0.49777)
(0.229847,0.948291)
(0.517586,-0.910208)
(-0.987885,0.329129)
(0.918903,0.375577)
(-0.287661,-0.922398)
(-0.363406,0.927239)
(0.907658,-0.360662)
(-0.926547,-0.323569)
(0.481355,0.869016)
(0.294543,-0.969069)
(-0.825087,0.426112)
(0.957432,0.216833)
(-0.340327,-0.863716)
(-0.185167,0.892391)
(0.776971,-0.450392)
(-0.841687,-0.175132)
(0.447989,0.750709)
(0.240728,-0.824769)
(-0.610196,0.421879)
(0.872275,0.262205)
(-0.419648,-0.653528)
(-0.127315,0.888941)
(0.671493,-0.419074)
(-0.805367,-0.143851)
(0.372935,0.712146)
(0.241307,-0.793572)
(-0.653538,0.385585)
(0.704378,0.22258)
(-0.449028,-0.600468)
(-0.135003,0.733094)
(0.548542,-0.47228)
(-0.713301,-0.190036)
(0.435198,0.604749)
(0.121787,-0.699898)
(-0.544038,0.416288)
(0.733088,0.130411)
(-0.395466,-0.553519)
(-0.14197,0.589491)
(0.564821,-0.370809)
(-0.507558,-0.0798702)
(0.314869,0.469065)
(0.0936832,-0.533686)
(-0.493978,0.369863)
(0.484983,0.108329)
(-0.265849,-0.365875)
(-0.0854769,0.405139)
(0.315623,-0.114071)
(-0.431067,-0.159618)
(0.152863,0.341302)
(0.151229,-0.344433)
(-0.411416,0.132376)
(0.252678,0.187867)
(-0.0835152,-0.303306)
(-0.28493,0.264734)
(0.330472,0.0279274)
(-0.194101,-0.261036)
(-0.038084,0.298599)
(0.359221,-0.169028)
(-0.373599,-0.135728)
(0.127728,0.4547)
(0.189263,-0.453362)
(-0.433272,0.173661)
(0.582214,0.208334)
(-0.281216,-0.542501)
(-0.194565,0.527731)
(0.562796,-0.248091)
(-0.617026,-0.22416)
(0.201536,0.607994)
(0.163295,-0.696601)
(-0.525896,0.296571)
(0.736129,0.196744)
(-0.33743,-0.592312)
(-0.23857,0.769892)
(0.645489,-0.406941)
(-0.677481,-0.177168)
(0.438629,0.623306)
(0.139188,-0.769904)
(-0.545352,0.403211)
(0.769039,0.138534)
(-0.549554,-0.571712)
(0.00480938,0.797853)
(0.506519,-0.56146)
(-0.82971,-0.00819969)
(0.623255,0.557709)
(-0.153263,-0.780616)
(-0.470608,0.695611)
(0.765555,-0.18735)
(-0.57021,-0.372357)
(0.137167,0.704705)
(0.374022,-0.693681)
(-0.653989,0.247255)
(0.671591,0.350832)
(-0.292803,-0.560009)
(-0.219398,0.565021)
(0.520127,-0.258588)
(-0.592113,-0.172489)
(0.306851,0.513676)
(0.146972,-0.580859)
(-0.415229,0.287681)
(0.39374,0.092721)
(-0.29757,-0.434131)
(-0.114891,0.413991)
(0.333718,-0.255078)
(-0.410735,0.0211897)
(0.246759,0.277588)
(0.0326424,-0.309447)
(-0.265545,0.220571)
(0.307745,0.0285673)
(-0.171577,-0.201162)
(-0.0576286,0.344782)
(0.241766,-0.112947)
(-0.251575,-0.0486469)
(0.152261,0.226151)
(-0.0288754,-0.25771)
(-0.164286,0.0686302)
(0.204077,0.0787649)
(-0.0888014,-0.157354)
(-0.0395079,0.155012)
(0.22993,-0.0760317)
(-0.0725012,-0.1682)
(-0.0691614,0.177446)
(0.0884943,-0.124474)
(-0.240033,0.0503178)
(0.0847845,0.10931)
(0.0157099,-0.239168)
(-0.154588,0.212251)
(0.278681,0.0423908)
(-0.22106,-0.221181)
(0.158751,0.256317)
(0.0987892,-0.252379)
(-0.265037,-0.0269108)
(0.228021,0.147147)
(-0.0109806,-0.289678)
(-0.0959015,0.19753)
(0.291958,-0.117771)
(-0.207542,-0.108609)
(0.00790596,0.205009)
(0.0632181,-0.234146)
(-0.158667,0.0818157)
(0.183214,0.0682373)
(-0.0596552,-0.159299)
(-0.00440502,0.137844)
(0.0827913,-0.107142)
(-0.118834,0.0255461)
(0.17519,0.116949)
(0.00597572,-0.107756)
(-0.0497818,0.137752)
(0.0786247,-0.0635338)
(-0.171412,0.00879383)
(0.0921535,0.159253)
(-0.0518637,-0.0925179)
(-0.00616741,0.0756016)
(0.153732,-0.0569639)
(-0.0986481,-0.107921)
(0.0538921,0.088604)
(-0.0905333,-0.153702)
(-0.134253,0.136911)
(0.0872564,-0.0773525)
(-0.187875,-0.0128565)
(0.0908508,0.271114)
(0.130648,-0.167869)
(-0.179989,0.104342)
(0.205659,0.043808)
(-0.122418,-0.176719)
(0.0411901,0.225942)
(0.235922,-0.172163)
(-0.26412,0.032589)
(0.205673,0.15222)
(-0.0516796,-0.268625)
(-0.247725,0.221434)
(0.30239,-0.00632763)
(-0.268183,-0.101896)
(0.0177393,0.319584)
(0.206186,-0.350259)
(-0.399302,0.0290079)
(0.281548,0.17835)
(-0.101241,-0.437817)
(-0.22288,0.375807)
(0.391887,-0.0747519)
(-0.442985,-0.263603)
(0.129415,0.52281)
(0.295725,-0.441473)
(-0.465254,0.1213)
(0.437074,0.301822)
(-0.134763,-0.540318)
(-0.244274,0.555656)
(0.64368,-0.162084)
(-0.560041,-0.296132)
(0.271436,0.683002)
(0.28547,-0.651996)
(-0.652405,0.275297)
(0.685023,0.335759)
(-0.278802,-0.693953)
(-0.210443,0.717888)
(0.704573,-0.34025)
(-0.675785,-0.259001)
(0.442214,0.624672)
(0.19992,-0.825601)
(-0.666041,0.400397)
(0.853698,0.122684)
(-0.511526,-0.613397)
(-0.0646858,0.90961)
(0.581965,-0.603333)
(-0.877129,0.0121889)
(0.573848,0.634285)
(-0.0618925,-0.821301)
(-0.481089,0.645515)
(0.783036,-0.157404)
(-0.723521,-0.46876)
(0.154034,0.860906)
(0.412663,-0.765269)
(-0.818562,0.191196)
(0.733638,0.308039)
(-0.370372,-0.786901)
(-0.188191,0.760357)
(0.72345,-0.324022)
(-0.739206,-0.255071)
(0.404654,0.681232)
(0.150851,-0.736192)
(-0.619536,0.424763)
(0.756269,0.0991859)
(-0.442678,-0.507855)
(0.0206795,0.733057)
(0.539105,-0.402355)
(-0.636469,0.0545607)
(0.501126,0.435736)
(-0.125364,-0.554307)
(-0.339102,0.447444)
(0.512885,-0.104902)
(-0.45692,-0.237153)
(0.0818367,0.551961)
(0.291333,-0.402297)
(-0.436408,0.132113)
(0.363772,0.14914)
(-0.0733938,-0.418255)
(-0.170343,0.30637)
(0.271009,-0.0624037)
(-0.297033,-0.170406)
(0.108214,0.301543)
(0.251341,-0.276608)
(-0.291603,0.167326)
(0.268458,0.197594)
(-0.0294304,-0.22186)
(-0.107578,0.22907)
(0.309698,-0.0407543)
(-0.204316,-0.223087)
(0.0473223,0.282606)
(0.248212,-0.151514)
(-0.324571,0.0623007)
(0.13757,0.197474)
(0.105662,-0.286291)
(-0.222713,0.0676231)
(0.374766,0.0634212)
(-0.153401,-0.309567)
(-0.0965033,0.256847)
(0.281968,-0.153625)
(-0.346024,-0.0853844)
(0.245186,0.26307)
(0.127735,-0.253921)
(-0.35307,0.159056)
(0.250154,0.0473709)
(-0.179692,-0.272866)
(-0.148277,0.276225)
(0.298084,-0.181499)
(-0.315077,-0.0261955)
(0.179901,0.238652)
(0.0395994,-0.210779)
(-0.244283,0.0911694)
(0.303123,0.076273)
(-0.148598,-0.271952)
(-0.0867405,0.184618)
(0.236936,-0.0176172)
(-0.197149,-0.109276)
(-0.00411415,0.166443)
(0.0608606,-0.106924)
(-0.233798,-0.107403)
(0.10209,0.103334)
(0.0899458,-0.156344)
(-0.271953,0.0592318)
(0.0677204,0.151213)
(0.0379047,-0.290567)
(-0.266703,0.186526)
(0.364317,-0.00285816)
(-0.216575,-0.279906)
(-0.0628176,0.394229)
(0.4478,-0.259839)
(-0.371867,-0.0439892)
(0.339549,0.402854)
(0.0701284,-0.453953)
(-0.467016,0.280222)
(0.580035,0.0454664)
(-0.469528,-0.452068)
(-0.0649233,0.72962)
(0.508866,-0.433739)
(-0.673993,-0.000491142)
(0.439619,0.557321)
(-0.00189495,-0.809153)
(-0.524365,0.551028)
(0.829231,0.000177383)
(-0.607814,-0.551918)
(0.0221577,0.811323)
(0.566107,-0.625839)
(-0.844344,0.0843029)
(0.690613,0.496935)
(-0.0825586,-0.773119)
(-0.460483,0.666168)
(0.670214,-0.157043)
(-0.652864,-0.491306)
(0.139114,0.75213)
(0.339263,-0.581521)
(-0.770497,0.111192)
(0.5877,0.298546)
(-0.101748,-0.709304)
(-0.379919,0.478349)
(0.640949,-0.192842)
(-0.389467,-0.302093)
(0.103671,0.612362)
(0.339267,-0.455035)
(-0.492467,0.0571041)
(0.418167,0.382871)
(0.0498867,-0.510903)
(-0.342708,0.284817)
(0.499018,0.125651)
(-0.133718,-0.482808)
(-0.196568,0.482984)
(0.382751,-0.156536)
(-0.323754,-0.262388)
(0.171731,0.495786)
(0.27307,-0.388412)
(-0.543822,0.0862532)
(0.465559,0.43786)
(-0.00442123,-0.539268)
(-0.477484,0.42901)
(0.625376,-0.00127411)
(-0.460365,-0.570444)
(-0.0722656,0.672694)
(0.498665,-0.461428)
(-0.719543,-0.0409861)
(0.423337,0.462313)
(0.0173483,-0.651735)
(-0.462357,0.390603)
(0.646706,0.0850859)
(-0.46833,-0.455773)
(-0.0323582,0.642281)
(0.502733,-0.476711)
(-0.656065,-0.0258331)
(0.454796,0.503794)
(0.10196,-0.684843)
(-0.40136,0.400536)
(0.554447,0.0123596)
(-0.358558,-0.349675)
(-0.0172424,0.479703)
(0.32245,-0.262449)
(-0.348314,-0.0331087)
(0.209567,0.292677)
(0.130425,-0.294728)
(-0.287976,0.0666399)
(0.219866,0.0577211)
(-0.0646667,-0.218499)
(-0.16821,0.106503)
(0.2942,0.0930462)
(-0.0110893,-0.341222)
