 -2 Pass
 12 Pass
 0 Pass
 4 Pass
 15 Pass
 20 Pass
 28 Pass
 -16 Pass
 243 Pass
 0 Pass
 1 Pass
 44 Pass
 42 Pass
 56 Pass
 -30 Pass
 768 Pass
 0 Pass
 18 Pass
 59 Pass
