Real	Imaginary
c0371460	40a26a70
c02b98e0	3f11e800
40028660	4049ff40
bff99e80	40481c80
c0996e40	c0624020
c0935a10	3d993c00
bf8d4cc0	c0d27310
4032cf20	3fc67f80
c058fda0	3e054600
c106e5c0	402fbe60
c005a7c0	bfdb6380
3f36de00	406457a0
3f523c80	c09affa0
bf2c4b00	3f96d080
40e81d30	bfc2fb00
c07f4780	40166200
c0dc3e80	3fb1cfc0
40b6e9f0	3efb2c00
3f787880	c080ada0
3f82e8c0	be27d200
c09f47f0	c068fd00
bf97a880	c0961560
40815770	beeb0100
c0d10cb0	bf9cbe80
c01b1c00	401a5720
3faf8600	bf93a3c0
bf9a6140	40260520
3feb9a00	4086d6c0
3eb8c300	40c783d0
4031d800	40eab000
400c45e0	c0f2a200
40135bc0	c0d5d170
c02f2c40	40a54ed0
40047de0	3e03c800
c017de00	be3eac00
bfeed580	3ff8f440
bff87d80	3f1c6880
3f678680	403fb120
bf9bac40	4088cb20
bf89a440	3ff39a40
bf992500	4013eee0
c0511b00	c0415e40
3fbaef40	c0d7fd80
3f8ea600	c06667e0
bfd3e000	40a53a70
c132f640	c0313300
c11e8c40	3f8fda80
c0d6f200	409a5780
c0991010	bf412680
c047f9a0	4004af80
c053dc20	c0a39010
bff00bc0	3f0b4280
c0497740	41033b20
c0ee2ef0	3fcfdc80
c0131d20	40b657d0
3dffcc00	c040b7e0
c0f71760	bf05dd00
3ecde900	be5ea400
c0927400	406d9ba0
40362dc0	4033eb60
c0e3c050	bfb36f80
bea6ac00	3f730580
40861b30	bf8ae600
3f87a500	c0155cc0
bdbf0000	4083d330
3f9b6ac0	c0d517b0
bfccec00	c08d7850
bfacaf00	400e1ae0
bfb09c80	3fd272c0
4029be40	3ffd0100
3fb568c0	bf15b300
c0c57160	c05c35e0
3f54b200	3fc13740
be38b000	c00eac20
bf9410c0	3eb0bb00
c04522e0	3ecb5a00
c08ee0c0	4016d340
3ea5a300	4095e6f0
407e4aa0	3faeccc0
c0605f40	40ba4fd0
3f489a80	c0a8d840
3e9b7800	c00ffb80
bf2c3b80	3fef8e40
bffc6e40	c0001e80
bf808280	c0959490
40a03dc0	bf68cd80
3f85af40	bd9f6400
40865bb0	40f777e0
406a7f20	c00b1f00
c0823c50	4100e390
c0002b40	3f121480
c0740240	40b6e750
3f1b1c00	c09c6ad0
3fc6d580	c0d03d60
40bc6340	bf13ad00
3ef34400	c0e2e9f0
3fda5c40	3f43e900
be522600	beeb4800
bebf6c00	3f098c80
c002d880	c05c4020
bf644300	406b35a0
3fa399c0	3f736480
405d8c00	bffb9a80
bf8c4b80	c0292300
3f8b2000	3eea8300
401d79e0	c09b1a50
bf593280	bdcebc00
3eb9a300	c00c4dc0
bf9d5380	4048dfe0
3fb1c600	c0a38960
bf3ee900	40c12840
3f97ecc0	3fa60580
3cae6000	c0b0ef80
407d6d80	404ebe00
c06f7660	405d85a0
c037ef60	bf495e00
40b2f530	3ff2aec0
c03baca0	3fc62e80
c08a2070	3ff9f280
3fc6c440	408f98d0
c092fa40	3fbbeb80
40b54490	c03e2a80
400ae8e0	beb0d700
408fdba0	4038f340
c0979e80	c010bec0
3ff84dc0	c06cf840
c0595200	bfcdfb40
40975770	406b3220
4014e7e0	c0c046b0
4010d2e0	c119b510
c0343160	3fbe0600
408346a0	403e1300
c0d5fd00	c0424b60
c0527000	4079db20
404f1940	403999a0
bf210380	c0d081f0
3f97cfc0	3e410400
3fe98800	c1654450
bfb7e180	40527400
c09504d0	40021b40
bd7fc800	bf9e1400
40f635b0	3dbec000
3f8e81c0	c0866f10
401e9080	3fb68040
c0d1b2f0	40baa770
c0025980	3f8b6e00
c1295410	3f5aa080
408456d0	c05fe960
bf1ff200	bfc3ae00
bebe7500	c0026ee0
3ff2f4c0	c021f6a0
3fc27480	3eefcd00
3f97cb00	c06b5da0
c08eb050	bfa75380
c0bb5140	3f809900
c0304c80	bfcf5780
c0edb180	c07a3ce0
c09a8850	403040e0
c0833cf0	4080b350
bd63e000	c0549780
c035cc80	3f16d080
3dd4c000	40f70120
c0d0fe50	4025de20
3fffe280	401d1d20
c0c6a200	401b8cc0
40b22de0	bfe311c0
40990c40	3f96a880
be0e8800	3fddbd00
c11815f8	405dfa80
c0900360	3fecb740
bffd71c0	40edbd60
bf3a4480	40e94f40
40495fc0	3efdd600
bed7b800	40663f00
40218f80	c08b7400
bf9b4980	40aaebf0
40100f40	40e43290
bfe14f80	c05a0240
3ff2a3c0	401269c0
c086f4c0	40aafce0
c03eb9a0	40377c60
c0113700	3f245400
4057d380	3ee6cd00
3f154180	bfde35c0
3f166b00	c0445a80
c0f675b0	404f1b80
bf6c9a00	c0810200
be9ab700	c0c2dad0
40c96270	3f703a80
40a0e420	40c98a60
c096ce80	41332bd8
40a3e5a0	bff1dc00
3ff59500	c06f5300
400d64e0	beb44c00
c0ad9620	bef15a00
c0ac13c0	3f864b80
40b8e470	bf6a3200
c09b0180	3ed13000
3f8a1300	40b7bd10
403dd0a0	c073fa80
c0154320	4014f500
40337180	3d17a000
40d2a6f0	c0a4cb30
4055bf20	c0f22be0
4005ea00	c0e2c610
4031dc20	40dd0800
c09f0a00	bf9953c0
404495e0	c06e67a0
400fc0e0	40765e40
3f992100	c0c43550
407b6360	c0138d60
c0d16d00	c09cfbb0
3eb70800	406bd980
c1685070	c068e180
be22ee00	c0bfbcf0
c01d3720	bfabc940
bec3b800	40327fe0
bdcf6c00	c06535a0
bf752d80	c0c42120
be2cf000	c0aa10b0
c05bed00	41596b80
bf975180	3e25aa00
c0d97400	3f552100
401c6580	3e262800
c0153c20	3fce9700
c0856f10	c01a78c0
c0a27bc0	4086c370
c08c55a0	bf8e5f40
3feab380	c0d89ed0
408f7be0	3e4f6200
bf771200	c07b1d40
bf898340	3f520280
3ee78900	3f36ab80
c050d760	3ef74e00
410a4ae8	be1b1e00
3fc4f200	40b83a30
bf318800	4084dab0
41314068	407160c0
40474a20	4092ab00
40df4400	c0c23930
3f974c80	c0875400
c08b1d30	c0861ac0
40905c90	405ae000
4009e1c0	40d55cb0
40407be0	bfa71400
3fabad00	3f2e8680
3f66b800	bf713880
403f0200	bf157800
3f8eca80	c0060d00
c0e56c00	3f1d5080
c0ef22a0	bf9046c0
3f8292c0	3f8fb080
4002a200	3fe825c0
406cb1e0	3f65b880
c02c88a0	3f236c00
3f300600	3fa066c0
bf627900	4064b140
4022ac20	3fef0940
3f9c0f80	c0c89fa0
c0a8a590	3e5e5c00
3e2f3600	c064fa60
c07c6f60	bf3b4380
c03c8ca0	4041aee0
bd37a800	40f16770
c054e860	3fac3880
c0c8b330	3f9b7340
bf74ae80	410e3510
bf779e80	402591c0
c0b91100	3f81b780
3f389e00	3f44d180
c0556fe0	3fbaa800
c02a9ee0	c02b83c0
409c10c0	401c0f60
bfb819c0	3fc7da80
bf315600	40dda460
c05f4be0	c028fc40
bff13c80	bf490280
c0982710	c14aa888
c0d8ac70	3de50000
bef43600	bf925fc0
c00d4100	bf300400
40776200	3ee4f100
c0bcbe40	3eaa3900
c03650c0	bf975880
401e1e20	c017c040
4011e640	c050be60
c06122a0	3ecd0c00
c042be20	c0207c60
c0523600	3f725480
4055e2a0	c028f6a0
c10752b0	4005a120
403f25e0	4017d780
c0d75040	bfcff780
bf24fc80	c08b29a0
c1067740	4094c960
c096f5c0	c0d7ea60
bf2ea780	bee17800
3f815200	403fee20
400862e0	40ec57e0
bf0ab500	c0acb060
40960dd0	40af5670
3dd75800	4053b120
c0bab850	bdd46400
3fb96c80	3e096c00
c0b96cd0	c1071638
403d88c0	bfe087c0
bfa25fc0	40254480
bf8bafc0	c0651120
c0480ea0	c05e8ac0
c1036168	beb10e00
4002c260	c0949a10
40a4a1d0	3fccda40
c1311950	c0a8ba90
3fc940c0	be589800
c0b866a0	408a8870
bf623200	c06ba4c0
c0d89ca0	3fdd2980
c0670200	bf4fd580
bfd1c1c0	403399c0
bf1c4880	408824d0
bcc13000	bf944440
4032e0c0	409f5f20
c0c47350	bfddf640
3dae8400	40c83350
c07a0800	c029fbe0
40c013d0	bfaadf80
bfc1ad00	40dd2320
bf20fa00	c0c7b800
c020b0e0	bfcdc6c0
bfc33340	40750900
c0806500	3fe5ae80
3fe4fc80	4037d360
c1251ee0	c04ca700
c0bedb10	bfcf1500
408848e0	bfa31880
c038db20	c01b52a0
c0baace0	be15aa00
3e9d5700	bfa55980
bfb70f00	3fac8000
bfbfd8c0	40703060
c0094400	3fcd8fc0
c0b4fbf0	bf7e8e00
3f3d1a80	408fd5a0
402c3a80	c0127f80
3e141a00	c0a41350
c06145c0	410443c0
c064ade0	bff39380
40d04740	405e8460
c073a940	3eb6e300
bf9d1440	bee05000
bf7fc200	408624e0
bf170d00	3ebbec00
402215c0	40977e90
befbf700	4096baa0
c0084080	40338f20
bfb5ecc0	befb8600
3fda9380	be9c2400
c1071b90	402221e0
4041b0a0	3ffd8200
3e0f0200	bfa34480
c000b700	c01cf5c0
3f3a0b80	bfc23700
c01e98a0	40983d60
400f5440	bdd7a000
bf1da000	3e747e00
3f841880	c03e80a0
40af4870	4016e4a0
400eec00	bfc31680
3e88cd00	40db7610
404bdb60	c114e508
c0010240	3f002400
403ceda0	c09067d0
c0ede010	bffe0540
bf42e100	bfc74880
c10182c0	3f6adf00
3ef23a00	c0941930
40a3d3a0	40302e40
3f845ac0	408fd730
c0b3ff60	3fc540c0
c098bde0	bea0af00
3ee9ad00	40bc5040
c10b3b18	c0c373f0
c0c87d30	c0320e80
bc90b000	c0638800
c0b1e280	4049c2a0
c01ddee0	c0348440
bec6d900	40be77a0
405d1940	bfb15a40
3fcddf40	c0786a80
c03da3e0	3f48b180
3d996c00	40897ab0
40bbdbf0	411c6b08
40c158b0	c00a0be0
c02edc00	bf23e500
c034b7a0	c0b6a4d0
bfe17bc0	3f13fa80
c1018d40	bf176600
40b0a0a0	3fa79cc0
403b12e0	3fd1e300
c06d4640	40aa5770
c0c96010	3fe1f800
c01a0ca0	bfc0f7c0
c03476c0	3fd6b400
3f8e9fc0	bfe8e2c0
c071df00	bfc75500
c08e3df0	3f700a00
40bff1b0	c0578d00
4085cc50	40409b20
c0e4af90	bfc384c0
3f811240	401b0120
c09033b0	3fc7e380
c046be40	c0bd1ed0
3fb40840	3fd88500
c00c5780	bf7df380
c0bbf3e0	bf13da00
c0bd09b0	be899100
40624520	c01ff860
c00f1580	40813720
c03aedc0	bf98d580
404f0b20	bfe39c00
c0b7f680	bf308b00
403c5840	3f815d80
c0b64770	c091e7f0
c08aef30	c0a9f950
c0ceab70	405dd720
c00bfb20	401bd620
c074eb60	400684e0
c0859c10	400348c0
c0b884a0	3edda900
41071dc8	c0064e20
3fbe5740	40961dd0
bebf5000	40581160
bef7a200	bfe97d00
c0e7e2d0	c1357e50
be76f200	4045f3e0
c11d7790	40283180
40cdbe30	bdc7bc00
400c1ae0	3f232200
3f88f600	c025ce20
c09ed500	40c120a0
c03cd620	404eac00
407adac0	c0b194f0
3f6c2f80	40e41cb0
c01e9a20	c0714920
c030a2e0	3e7f8000
c108dd68	c0255680
c0dc0e70	40c5b1e0
bf8ba540	400c52a0
c0709700	bf6c4980
c063e580	bfc0e780
40b3cab0	bc200000
c0566bc0	3f4a2700
3f9953c0	bfc6fd00
408c4040	bfe41f80
c0dbf550	c07b8e20
c097d8d0	40b09790
40926a00	4033b6c0
c0a969d0	bf1cc800
c089eaa0	3ebcb500
c0e94780	3f9bd940
409ecc10	40a950e0
3fcabac0	40b164a0
3fcbfbc0	c0899040
3d032800	bf121c80
c0340e80	c0272b60
bf70f880	3f252980
c005e700	c0516b20
be1fc600	400edbe0
404febe0	404b1c60
c0347440	c036d200
3f9aa380	410290a0
c0298880	c03ecae0
3f715280	c0899c50
3f146600	403caaa0
bfcddcc0	c064f480
3dfbdc00	4002cae0
3f918a40	4049b960
c0683ae0	c05d42e0
c0014340	4092ef40
c0715340	40dcd160
40758ac0	406c77e0
4036f540	40359760
3ffb9100	c07573e0
405046e0	c05328a0
c06c70c0	c01abfe0
c0a2c580	c0809890
c10a93c0	c00909c0
3ca80000	bf965700
3f53e180	4042f960
409941e0	bf493580
c09740a0	40cb0d50
3f280a80	bfbed580
bfa9bf80	bf4c4400
c11117b0	c0814c90
c09507c0	3f71b780
c0dccab0	40478c60
c0a1bd00	beb76000
3fc615c0	bfd41b80
bfc36280	bfe2fa00
405a1420	407d2840
3fb3ef40	3fbeaf80
3fde1f80	407fab80
c0a1f880	4061dfa0
bfd33f40	c0ab1b30
c11ee530	400246e0
bfb17ec0	c08949f0
3fa33b40	4021f300
c0906cb0	bd5d9000
c0379400	bf606580
40554040	3f43a700
bf505a80	40d41bd0
c0751660	c07290a0
c0a03c80	3ff86d40
409e0510	bfc34700
400a7140	40c75c80
c05109c0	40133ae0
40056420	bf9bdac0
c06c4000	c062a6c0
bec6f700	407dd260
bfafdd80	3fd2a800
c0e82610	403f1a20
4074dae0	41047e68
4018f860	3fe1ecc0
3e814300	40984ef0
bef15800	be705000
befa4a00	c0a57e20
c0a3b210	c004a3e0
bfd5ca00	c0c755f0
3fd39740	bf31cf00
c08080a0	bfbb0640
bfd97b40	3f2fde00
3fadd240	3d80d800
bd206000	c08aa470
c03a6560	c02587a0
c11f3b38	bf8a2600
c0ac1990	c0750a20
c0a416e0	c042fe80
407e1f60	3feb66c0
40cabc70	400b42e0
408f3320	3f714800
c0c16cd0	408fd240
c061ed40	bfd67900
3e3fb400	bf817240
bfcc7740	c09a4ad0
3eea2d00	bd1a9800
3f357e80	c08b2890
408eed90	c0a6e680
4083da30	4031fd20
3f8f9480	3f09df00
3d6a2800	c1041488
c0a2fb80	c0767d80
c0af7af0	c08d2280
bfabe480	407fe140
402ad5c0	c03c0ac0
3f83b280	3db9b400
c094b820	3f1cbf00
3f011680	3f7ede00
40baafd0	3fd79140
c000e980	3f2f2880
c072d180	3f6e7000
bf98a8c0	c0ab2d20
bfbb9c40	3ff72e40
c0787440	400b7520
c0f8ab10	bfa17d80
c0f139c0	c0c34520
c0a04e80	bca2b000
c0e60650	403b1e40
bfdd4b40	be999b00
bd7e7800	4083e9e0
407d7380	bfcdcd80
c085ef90	40d87640
3f319100	c0346ae0
c12a33c0	3fece9c0
c0300a00	bf202780
bf537600	c076db40
c0196220	3fec2540
40294780	404c3e00
c0256600	4006c5a0
c1266db8	c1064128
bfbeab00	40ceaae0
c0b6cd20	3fe34500
4021e160	40abba00
c04b79c0	406d9ea0
401fa4c0	c0cf5c30
c044daa0	3ef17800
3e835700	3fed6800
bf8f2240	404c0520
4097cc50	40006160
3f7e3580	3edcbf00
40000240	c004b400
3f79cb00	bf8ab500
c0d8fe00	3ec6a400
3f996000	bffb06c0
c05e1b20	c126e7e8
c08eb9c0	40a60c90
3c622000	40b778f0
bfa76c80	c044ac60
3fbf89c0	bfe9bfc0
c0dd4000	c0cd5260
3ff391c0	40cc4680
c07f9aa0	c0440940
c0cabbb0	c0a90bc0
40544620	40be0340
40a0ea30	c0cd57a0
c118d468	bf9fb700
bfc89180	40219460
bf931b40	3fb8a240
c0beb340	c08d8d30
c02c15a0	c0847130
c088de00	3fabfe00
bf0dfc00	c0b93d70
41053530	3e062800
bf8ec580	400c1180
bf8f5640	3ee90100
be435600	bf8a6dc0
406198a0	bfc363c0
3f670c80	4008c920
c0873e60	3eb63600
bfcf7840	40031aa0
3f21b180	3d58b000
c0f43e70	c03a3640
3fe4a880	3fcc5080
3e944100	40941d60
beb9ab00	bf250800
c13aa290	bfeac740
c0f77cc0	c0665700
bffdfc40	40193240
3f01b980	c026f080
c01fdd40	404dcb60
bfc4e940	3e935d00
c0bc5ba0	40857610
4050d5a0	c09016d0
bff966c0	bf98e580
c0764de0	416506e0
c0725d40	402dfc40
bf18cd00	beb8f400
beccff00	c1083ca0
bf98b000	c0bffc60
3f7d7800	bfc32a80
c005b7c0	c000c640
bfb04d00	c04aff20
c0e8cc80	4006c520
3f861840	3f164900
c149f2b0	bf30f100
badc0000	402f9c20
c031aee0	409c8010
405a1e00	3fe78a80
c0335880	c0506ba0
c08447b0	40509680
bf07f700	4026bba0
c0b43930	bf864000
3ea4d100	c0fa13d0
c0491480	c01d2380
bf828180	c0cf5bf0
c12ce7b0	bfde4340
c12adaa8	bf639e80
bf9c0540	40072000
c05884a0	c09c17f0
c0dc6bb0	40b39880
bfcfab80	3fb9bb40
c0e4f660	410f95a0
40097aa0	3edef500
c00b4140	3fbf5500
3fecf800	bd901c00
c0372460	bf9065c0
bf94ae00	4045e960
bd501800	401166c0
c0ccb210	4078c9c0
c02e7680	c1028560
3fadc740	bfbfb980
c1140430	404343c0
40066640	410662a8
c0299040	40820080
c0b968e0	3f971a80
407c0a60	3f3a3880
40690ec0	c0940490
c0f082a0	40089dc0
404a9dc0	3f050d00
3f024000	41197908
c058b900	c0492ce0
3ef9be00	bf57ce00
4047eca0	bfa7c740
40a14de0	c019e9c0
4102b1b0	3ff20500
3f997440	40558e80
407d6ca0	4025d440
40678100	405e9d40
c003ef40	c00dfd60
c02f4800	401bad60
c0164fe0	3f909000
c0cfdd70	3fb76ac0
c0fb8920	3fd394c0
c0688860	410d24a8
c0441ce0	c00549a0
409606e0	40b6cf20
bf8cae40	c09a10c0
c0c49470	3f211e00
40122720	bdf6cc00
c0916820	c02b4420
c03b1900	c06d82a0
c09d2970	4066a8c0
bfd23f00	3f1eac80
c0b28fd0	c0814a00
c0593e20	c0403e60
40685e00	c0196960
3d983800	bfd24640
3f9f35c0	40e6a2c0
40421200	41195d18
bf603980	4042bc40
bfe51fc0	bfced3c0
3fbbd500	c0bcc5f0
40428860	4076fa20
3f833b80	40235c00
40278dc0	c05440e0
c02bbce0	402731c0
3fab5b00	c066e0a0
bf8df940	bf4b3f00
408bc5e0	c084b8f0
c04db780	3ed0fb00
bf0eee00	40236fc0
408ac8b0	c0f66fb0
bfd9ef80	3e1de000
c032b1e0	bfd19b80
be47c800	408782b0
c0b53730	40b1db90
c05c7260	3f526100
403e9400	40528560
400a0c60	405f6580
40b56780	3f0e5100
406259a0	416e8020
c169ef00	40867530
4039d7c0	c07ed4c0
3fb14b40	404a0460
bfd7c380	40bcb890
c06626a0	410329e8
bff8c740	3fb89480
c096cd20	c0b5d610
c0ede740	3fbf7340
bfa9b780	c0854030
40064ce0	401be3e0
c0836bd0	c07ba760
c08c1c50	406c5520
c0dd5150	c01fc5a0
3f9041c0	3fef3d80
3fd19480	bf2c6380
c03dbba0	400368c0
c1267510	40b23a50
40d33b20	c0f73100
4033f620	bf905bc0
3eff7f00	3e055400
c0bfe2b0	c069c6a0
4021c920	3ef06c00
c1208f40	c04566c0
c0111840	3f9c05c0
bf933880	3f2f3280
4065d5a0	3f919e80
c0f23600	c04c3060
3f281480	40a71a60
c0df8680	40d837e0
40355c00	40b28aa0
bfde58c0	40d9e510
4003eac0	be4d3200
bfbb4640	408409a0
bfa687c0	bf599f00
3d95d400	40c57df0
c03730c0	c0377480
c0c55170	3f90d840
40ba4810	3ecb9c00
c09147f0	405c4520
3faf85c0	be351000
c0e2b6f0	402e6ec0
4070b960	4094c9c0
bff80f40	409a6810
3fcbc900	40a51c80
c0949d70	bf978ac0
3f9227c0	c0a0f7b0
c08f34b0	40249de0
c07f2ea0	c0118ca0
bdc75800	3e025c00
c1101878	be622200
c0d071f0	3f487480
3e8f9b00	befb6d00
40089b00	40ef8530
bf622380	4034dd40
c0c13d10	40035620
c077a3a0	40269300
bd00b800	3f776000
40156340	40b6a1c0
c057c040	3f2af000
40b95a40	c0101760
c1184850	4082b000
3ed9ab00	3ea1ce00
c0fdc790	40f83da0
3f462c00	4016ee60
3f398a80	c03489e0
3ebcd000	3fba7000
40a49990	405899a0
c07dfd60	bfd900c0
c00a87a0	40a54c30
40cd44b0	3f5e5b80
c0516e00	bf633a00
bf95c0c0	c1177d20
3fb0e640	40252fe0
402004c0	c00e7280
4103e5d0	bf48f300
4025e200	bfa71840
be9c1400	409c50d0
400ee0e0	3f043a80
bf472100	40b08700
c060fd60	bf58f380
c0338960	40fe9b90
3d197000	40d5f8f0
3fe3e080	bde06c00
bf9c8d00	4070dba0
3ebcd600	bf0cde00
4117bc48	3f9f86c0
c0c87f40	40059f40
c02f2c80	40b9f2f0
c121d370	3f970740
bfa3c340	bfb909c0
c14311b0	bf627600
40718800	406b7c80
c0b4b620	3f8874c0
3f70ee00	bf3f2c80
c052a400	40804c20
3ebf7600	40ba2230
bff82a00	40fa9a50
c107e330	40465ca0
c136ea48	3f622b80
bfdaa540	bfe059c0
40050aa0	3ff33240
c0ebd980	c000bf00
c106fe88	402c5040
bf917700	4085df20
3ebff300	c0809960
40d31710	409fcd30
bf9a3340	bf94b340
3f093d00	c0b87370
c029e020	403c03e0
c03acb60	c126ae10
c035c560	40734160
40ca0f80	bdd75800
404e84a0	c091be80
c0ac6e00	3fd39640
c0921c30	c08c40c0
408528d0	4050af20
c0822f60	40bdb180
3f0b1180	bd94c400
3f067b80	3fe74240
407a33a0	c0aab260
c092e9e0	bfba4e80
bf5cda00	40adb560
bff47540	403c3700
bf394d00	bfb2a280
404551c0	40928a30
bf0d5b00	bfd38200
c0423360	408bcc60
40baf8f0	4024c300
c0319d20	4098a5a0
c00d5fa0	4043a0a0
c064a200	40906820
40b554a0	3db84800
3ef73e00	40028c40
40e5f770	402b72c0
c08a8310	c0116e60
c072b8e0	40d3c580
408bfa80	403e6080
c01e6700	c0321540
c04e42e0	c02a4680
bfdeb240	bf910980
bf137e80	3f8bca40
c0412ce0	c0923b20
c0059280	40a9de50
c009e4e0	c02cb4e0
c0598ae0	40bf5a40
408ddb30	40d731a0
c0ccdaa0	c0833d10
c05c19c0	bc322000
3ef9f100	40236900
c0c413d0	c10ca148
40682da0	411d6898
c03f55a0	bf02aa00
3fc3d140	bf57ef80
40b8ea00	bfe56c40
40167920	beea8400
40827f50	bfab8e40
c1005330	bf85bb80
408080e0	40a0b740
c0937a10	c03415c0
3f9377c0	3fd7cac0
bf774e00	402e7560
c0533220	c00e2c00
c10340e8	401aae20
402221a0	c03d3140
bf752700	c054a800
c055bc40	c020eb40
c0103c20	40a29b30
4084adf0	40ec5be0
bf351e00	c0350ba0
bf454d80	409a24e0
c0f6dae0	3fd30340
c02aa3c0	c11d3020
c1283f98	40bde8f0
408c4630	c0a555a0
c0c23320	409f38e0
bf0b9400	c05777a0
bf60cb00	bf2c2800
c0efbad0	c00ca400
407db5a0	bf780a80
bf71ba00	bf5b1100
c034b500	bfe3c500
40a06570	41069cf0
c0ab9880	3ed7b300
3ed9e000	c03422c0
409f6830	3f8b12c0
c076bec0	c102ca08
c03ae540	c0012d20
3f8d3dc0	3fd75880
c011dee0	c0994400
40ad4710	bf57e580
c027eb00	3fc0ac80
3e9b9c00	40820a20
4006d060	3fc16f80
3f812800	40dde810
c0c98830	403aab80
412ef388	3ec11f00
405d8b00	40c76790
40b3b050	3fb42700
c04d1ee0	3fe42240
3e019c00	401256c0
400bb960	40be3b10
3f6a6280	c0e70f70
c13d97c8	409eda50
bfbb42c0	3f94e040
3f8f6140	409fdf60
c00d5dc0	c04b9e20
c1020820	405c5920
c06a4120	40e4bbb0
3e5ba800	40f52400
3f8f1040	bfb77f00
405e65c0	402096a0
c0326040	c0b126b0
c0892590	c02b1940
3c1b4000	bfb68640
3c3f0000	bff2ae00
bf114980	c008f9c0
c11e4ae8	41085368
bfc11880	c07bb000
3f13ae00	401aaa40
40955e40	4083f3e0
c10b7400	40977bd0
3f7abf00	bf144680
3f2c2a80	c033f1e0
c09dcb50	be061400
bf360500	4088b0a0
408f40d0	40641be0
bfa46400	bfd6b580
bf386300	bc7c2000
400993c0	3fe5a700
c0c0c320	40326fc0
bfa8be80	bfbd5400
c05d2420	403d1f20
c05b0ac0	406c4c40
c0e84650	3ffad7c0
bf373900	4106cb40
c0612700	c032be00
c062c3e0	bf4a8b00
c0832060	c0473cc0
3fcd26c0	bfa43540
c0799a60	bfb483c0
40649a60	3fa9e980
409a4430	406dd200
c050d420	3f555300
406d18a0	403fdd00
c0a180d0	3ff20840
c0d98da0	4067a600
3f558f00	c020be00
3f34ae80	4026dca0
3fd14600	40acc760
c0bf6c10	3f9ca2c0
c0bc6d20	40342dc0
410849d0	c0658c00
c0cad2c0	41040de0
3f2d2500	410e1290
c07777c0	400e90c0
402929a0	bf039b80
c065b020	407121c0
c094ef90	3f873ec0
c0218420	3eb61700
c0ac36b0	bf47ec80
c12597d0	c00f4d00
c0c01230	c0cf07e0
c09e4e50	40ee8e40
3fe20540	40098280
c0fe08e0	bfa93e40
bebb3f00	bf798c80
c0ab8160	3f843f00
bfe87880	3f840d80
40823e20	405f8240
c088b560	40a385a0
c113ccb8	3fdbf800
c0a23ea0	3f1e4580
c01729c0	bfcfb280
bfdd2880	406a76a0
3e429400	bff6cc00
408721b0	3fac3c40
3e2cd200	bfff04c0
40aa3040	bfb7bd80
4009c760	3f9664c0
40b59e70	c057f140
c120e738	40bd6160
40768680	bfc194c0
c0f11d90	bf91b680
3e2bce00	beeb5b00
c0f06760	3ff6a9c0
c02bd740	c03798a0
c0e55f30	3fbbe9c0
40850f90	be50c400
4076b060	40a52980
3f88aec0	c0156860
40b02e20	3ff71ac0
3fa76380	c08cd410
3eeca200	40459260
bf495c80	40278080
401565e0	bfebba40
40b3bab0	bf524a80
c0c91510	406bb7e0
400ced20	c04b38e0
c11b81c8	bfdb59c0
3eb71500	3faa7380
c0a49270	40517020
bfe4d000	3f908600
bf07f480	40aa3000
4059c4a0	40625500
c0641660	40bc8f10
40593d20	c0e1de40
c085ebc0	3fe94100
40504b00	c0038920
c08854c0	c03e8960
3f57d580	c0ee14c0
c147f318	405f33a0
c07f06a0	be985c00
c09b88b0	41172670
40e07170	40471540
c01ba680	c08813e0
bdbb2c00	c107d948
404c55a0	40bd8200
40b08470	3dfab400
bfcaf680	bfb19340
40288e40	c00a4060
3fe50140	c0ad1940
40ad1f10	c1194fc0
40255b60	3f371080
3f3b5100	3fe9b000
c1163d28	3f8dc080
c00261c0	40ec3510
be9b6800	405a73a0
bf189d00	3e3c9600
c0ad2120	40804410
40c2b150	40656700
c0bc8f50	40c76b20
406dedc0	4034f220
c038af40	c0ca4670
c02944e0	c00aea80
c003e720	3fcfa380
40126d80	408b0ca0
bf11b100	40a6e3a0
c0389fe0	bfc95d00
c090bb40	40ebe310
bfce28c0	bfd0c540
bf93dac0	40a00f10
407ab3e0	4064f840
c1013048	c1095048
c017f060	c08f91b0
3f1d4800	3fb11200
bfa15f40	be6b1800
c0aeaca0	bfedaa00
c093b470	bfc1c980
c106e5e8	3be74000
c0878800	40b515f0
c0062120	41030ad0
3f0cde80	c08e8de0
bdb5c800	40e33c10
bfcc9b80	c047adc0
bff534c0	bf891a80
405b0360	c0e2caf0
c105b148	c045a8c0
bf788080	40b287d0
c0dd7a30	3feaf3c0
c0051c00	3fcb1a80
c0fb8320	bf8b8f00
c084a050	bf97b8c0
c03af4a0	3fc1bf80
4088fa20	bee71800
c0b0e9e0	3f968ac0
3c903000	3e9c9100
c090b7c0	3e39f600
3ff525c0	be636a00
410770c8	3fc87dc0
c009f420	beac2200
c11b16c0	40515ce0
40b54ef0	3f3a5a80
bffa7ac0	403f1c20
409c8d20	404e99a0
c13cd758	405368c0
40595640	bf301400
c06bfb80	405dd2e0
bf911040	bf0b5580
408ff380	408a2300
bf6cbe80	bf9233c0
bf36f200	413f6ce8
40bd95a0	c0c67550
c0c1c6d0	407d7960
c0125c60	3f443b00
bfcbc380	40e042e0
3ff3d180	3f2c8580
c1341650	40cd2370
40a1f7b0	bfcd3080
c0971080	4044c600
3ff14b40	bf2c3880
c03f8d80	3f881780
3eb67600	3f491300
40976a80	3faf2bc0
c00ff4a0	c091a010
